term,valence
smith,0.677
smoldering,0.635
smooch,0.796
smooth,0.823
smoothie,0.806
smoothly,0.821
smoothness,0.833
snack,0.646
snacks,0.781
snappy,0.573
snapshot,0.573
snazzy,0.735
sneaker,0.794
sneakers,0.604
snicker,0.708
snippet,0.612
snoopy,0.573
snorkel,0.51
snow,0.667
snowball,0.717
snowboard,0.663
snowboarder,0.719
snowday,0.602
snowfall,0.675
snowflake,0.748
snowing,0.586
snowman,0.776
snowy,0.656
snug,0.867
snuggle,0.781
snuggled,0.552
snuggles,0.67
snuggling,0.683
soap,0.531
soapbox,0.5
soapy,0.552
soar,0.79
soaring,0.708
sober,0.729
soblessed,0.542
sobriety,0.68
soccer,0.698
sociable,0.854
social,0.806
socialism,0.51
socialite,0.684
socialize,0.907
society,0.674
sociology,0.615
sock,0.5
socket,0.583
soda,0.688
soda/pop,0.581
sofa,0.583
soft,0.76
softball,0.735
soften,0.694
softener,0.745
softening,0.7
softly,0.517
softness,0.875
software,0.561
sohappy,0.949
soiree,0.729
sojourn,0.514
solace,0.776
solar,0.622
solarium,0.602
soldering,0.573
solemn,0.708
solicit,0.62
solicitation,0.612
solicitor,0.6
solid,0.667
solidarity,0.792
solidified,0.633
solidify,0.583
solidity,0.745
solubility,0.506
soluble,0.542
solucky,0.573
solution,0.79
solve,0.656
solvency,0.604
solvent,0.635
some surprise,0.827
some trust,0.594
somethingigetalot,0.573
somewhat positive,0.92
somuchtodo,0.51
son,0.792
sonar,0.541
sonata,0.643
song,0.854
songwriter,0.844
sonic,0.594
sonice,0.5
sonnet,0.718
sonorous,0.646
soothe,0.817
soothing,0.625
sophisticated,0.865
sophistication,0.792
sophomore,0.653
soppy,0.51
soprano,0.552
soready,0.622
sorority,0.635
sort,0.673
sorter,0.594
sosweet,0.755
sothankful,0.729
soul,0.77
soulful,0.755
soulmate,0.89
sound,0.765
sounding,0.69
soundness,0.78
soundtrack,0.63
soup,0.602
source,0.74
south,0.562
southbound,0.51
southeast,0.51
southern,0.552
southpaw,0.542
souvenir,0.844
sovereign,0.698
sovereignty,0.719
sow,0.667
soy sauce,0.573
soybean,0.521
spa,0.622
space,0.8
spacecraft,0.646
spaceman,0.688
spaceship,0.643
spacing,0.621
spacious,0.88
spaghetti,0.729
span,0.521
spaniel,0.561
spare,0.552
spareribs,0.635
sparingly,0.51
spark,0.688
sparkle,0.819
sparkling,0.7
sparkly,0.885
sparrow,0.583
spatial,0.604
spawn,0.542
speak,0.765
speakeasy,0.68
speaker,0.604
speakerphone,0.531
speaking,0.753
spear,0.51
spec,0.583
special,0.844
specialist,0.76
speciality,0.854
specialize,0.776
specially,0.847
specialty,0.724
specie,0.583
species,0.561
specific,0.656
specification,0.552
specify,0.656
specimen,0.531
specs,0.54
spectacle,0.812
spectacles,0.816
spectacular,0.947
spectator,0.694
spectrometer,0.5
spectrophotometer,0.5
speech,0.656
speed,0.719
speedboat,0.635
speedily,0.688
speedway,0.667
speedy,0.625
spellbound,0.531
spelling,0.594
spencer,0.51
spend,0.672
sphere,0.633
spherical,0.55
sphinx,0.604
spice,0.594
spiffy,0.615
spin,0.551
spinach,0.583
spindle,0.552
spinning,0.594
spirit,0.786
spirited,0.854
spirits,0.583
spiritual,0.938
spirituality,0.865
splash,0.521
splat,0.51
splendid,0.896
splendor,0.927
spoke,0.635
spoken,0.551
spokesman,0.72
spokesperson,0.573
sponge,0.551
sponsor,0.729
sponsorship,0.854
spontaneity,0.817
spontaneous,0.78
spoonful,0.582
sport,0.865
sporting,0.917
sports,0.833
sports car,0.759
sportsman,0.755
sportsmanship,0.89
sportswriter,0.76
sporty,0.735
spot,0.51
spotless,0.792
spotlight,0.688
spotter,0.542
spousal,0.656
spouse,0.75
sprawl,0.6
spread,0.57
spreader,0.51
spree,0.564
spring,0.837
springtime,0.837
sprinkle,0.635
sprinkler,0.51
sprinkling,0.677
sprint,0.549
sprite,0.561
sprout,0.582
spruce,0.604
spunky,0.646
spurred,0.562
squad,0.552
square,0.509
squash,0.531
squealer,0.541
squirrel,0.592
squishy,0.516
stability,0.812
stabilize,0.839
stabilizer,0.688
stable,0.725
stadium,0.635
staff,0.745
stag,0.594
stage,0.592
stagecoach,0.516
stagger,0.531
staggering,0.52
stainless,0.594
stairs,0.51
stairway,0.562
stairwell,0.51
stallion,0.628
stalls,0.582
stalwart,0.812
stamina,0.664
stance,0.604
stand,0.6
standard,0.673
standardize,0.684
standardized,0.61
standing,0.604
standpoint,0.585
standup,0.633
stanza,0.612
staple,0.542
star,0.833
star fruit,0.701
starboard,0.531
starch,0.507
stardom,0.844
stardust,0.843
stare,0.541
starfish,0.68
stargazing,0.802
staring,0.542
starlet,0.806
starlight,0.908
starling,0.5
stars,0.796
starship,0.74
start,0.684
starter,0.667
startling,0.75
state,0.562
stately,0.83
statement,0.688
stateroom,0.653
stateside,0.643
statesman,0.51
statics,0.542
station,0.688
stationery,0.57
statistic,0.508
statistical,0.714
statistician,0.571
statuary,0.561
statue,0.542
statuette,0.677
status,0.658
statute,0.592
statutory,0.51
stay,0.604
stays,0.633
stead,0.551
steadfast,0.771
steady,0.68
steak,0.625
steakhouse,0.802
stealth,0.52
stealthily,0.763
steamboat,0.708
steamer,0.51
steaming,0.592
steel,0.521
steeple,0.625
steering,0.58
stellar,0.796
stem,0.615
stencil,0.5
stenographer,0.51
step,0.531
stepdaughter,0.51
steps,0.511
stepson,0.614
stereo,0.617
sterling,0.529
stern,0.552
sternum,0.52
stew,0.667
steward,0.633
stewardess,0.625
stewardship,0.551
sticker,0.583
stile,0.75
stillness,0.729
stimulate,0.792
stimulating,0.74
stimulation,0.708
stimulus,0.771
stipend,0.604
stipulate,0.57
stirring,0.582
stitching,0.51
stock,0.594
stockholder,0.573
stocking,0.594
stockpile,0.542
stockroom,0.562
stocks,0.573
stopover,0.531
storage,0.698
store,0.646
storefront,0.58
storehouse,0.57
storeroom,0.56
storing,0.63
story,0.653
storybook,0.854
storyteller,0.73
storytelling,0.643
stout,0.656
stow,0.615
straight,0.667
straighten,0.677
straightforward,0.78
straightway,0.667
strapping,0.552
strata,0.5
strategic,0.786
strategist,0.571
strategy,0.704
stratification,0.531
stratosphere,0.604
strawberry,0.833
streamer,0.615
streaming,0.592
streamline,0.656
street,0.594
streetlight,0.673
strength,0.802
strengthen,0.802
strengthening,0.913
stressfree,0.833
stressrelief,0.627
stretch,0.604
strict,0.5
striker,0.5
strikingly,0.69
stripe,0.629
stripper,0.625
striptease,0.607
strive,0.582
stroke,0.562
stroll,0.745
stroller,0.786
strolling,0.755
strong,0.912
stronghold,0.708
strongly,0.63
structural,0.582
structure,0.562
strudel,0.627
strut,0.58
stud,0.564
student,0.634
studied,0.786
studio,0.677
study,0.653
stuff,0.622
stuffed animal,0.684
stunning,0.888
stupendous,0.823
sturdy,0.58
style,0.745
styling,0.823
stylish,0.885
stylist,0.76
suave,0.724
sub,0.51
subconscious,0.531
subdivide,0.538
subdivision,0.592
subject,0.602
subjective,0.51
sublimation,0.51
sublime,0.784
submarine,0.572
submerge,0.517
submission,0.531
submit,0.635
submitting,0.667
subscribe,0.66
subscriber,0.562
subscription,0.583
subsidiary,0.541
subsidize,0.604
subsidy,0.573
subsist,0.573
subsistence,0.51
substance,0.615
substantial,0.59
substantially,0.646
substantiate,0.531
substantive,0.5
subtext,0.635
subtle,0.708
subtlety,0.615
suburbs,0.51
succeed,0.926
succeeding,0.867
success,0.959
successful,0.949
succession,0.698
successive,0.635
successor,0.729
succinct,0.51
succulent,0.823
suckling,0.596
suddenly,0.67
suede,0.542
suffice,0.643
sufficiency,0.594
sufficient,0.833
sufficiently,0.776
sugar,0.896
suggest,0.573
suggestion,0.646
suggestive,0.552
suit,0.776
suitable,0.792
suitcase,0.562
suite,0.79
suitor,0.708
sultan,0.529
sultry,0.735
sum,0.792
summarize,0.59
summary,0.729
summation,0.766
summer,0.812
summerhouse,0.796
summertime,0.837
summit,0.625
summon,0.521
summons,0.552
sumptuous,0.698
sun,0.877
sunbeam,0.729
sundae,0.743
sunday,0.776
sundial,0.643
sundown,0.812
sundry,0.543
sunflower,0.878
sunglass,0.684
sunglasses,0.844
sunlight,0.906
sunny,0.74
sunrise,0.823
sunroof,0.681
sunscreen,0.656
sunset,0.875
sunshine,0.885
suntan,0.62
sunup,0.76
sup,0.551
super,0.844
superb,0.98
superhero,0.91
superhuman,0.81
superintendent,0.592
superior,0.801
superiority,0.582
superlative,0.714
superman,0.945
supermarket,0.69
supermodel,0.88
supernatant,0.5
supernatural,0.622
supernova,0.729
superpower,0.806
superstar,0.885
superstore,0.719
supervise,0.698
supervisor,0.615
supper,0.708
suppertime,0.792
supple,0.812
supplement,0.745
supplemental,0.604
supplementary,0.625
supplier,0.615
supplies,0.698
supply,0.708
support,0.811
supported,0.853
supporter,0.721
supporters,0.763
supporting,0.634
supportive,0.875
suppose,0.551
supposition,0.531
supremacy,0.794
supreme,0.812
supremely,0.833
sure,0.724
surety,0.776
surf,0.847
surfboard,0.729
surfer,0.704
surgeon,0.5
surmise,0.529
surname,0.67
surpassing,0.719
surplus,0.602
surprise,0.875
surprised,0.784
surprises,0.875
surprising,0.888
surprisingly,0.847
surreal,0.55
surround,0.542
surrounding,0.531
surroundings,0.6
survey,0.58
surveyor,0.545
survival,0.541
survive,0.77
surviving,0.646
survivor,0.677
sushi,0.698
sustain,0.635
sustained,0.649
sustenance,0.82
suv,0.552
swag,0.656
swami,0.51
swan,0.781
swap,0.552
sway,0.69
swear,0.601
sweater,0.704
sweatshirt,0.51
sweet,0.668
sweeten,0.908
sweetened,0.94
sweetener,0.67
sweetest,0.959
sweetheart,0.959
sweetie,0.99
sweetness,0.906
sweets,0.91
swift,0.76
swiftly,0.66
swig,0.604
swim,0.688
swimmer,0.657
swimming,0.76
swimsuit,0.74
swing,0.602
swinging,0.656
swipe,0.573
swish,0.562
switch,0.5
switchboard,0.571
swivel,0.562
swordfish,0.564
swordplay,0.616
sycamore,0.5
syllabus,0.736
symbiotic,0.832
symbol,0.643
symbolic,0.67
symbolically,0.582
symbolism,0.688
symbolize,0.633
symmetric,0.745
symmetrical,0.542
symmetry,0.604
sympathetic,0.796
sympathize,0.77
sympathy,0.827
symphonic,0.775
symphony,0.765
symposium,0.573
synagogue,0.531
synapse,0.66
synaptic,0.573
sync,0.802
synchronize,0.781
synchronous,0.6
synergistic,0.571
synergy,0.667
synonym,0.615
synopsis,0.541
synoptic,0.561
syntax,0.531
synthesis,0.604
synthesizer,0.5
syrup,0.62
system,0.615
systematic,0.617
systematically,0.69
t-shirt,0.815
tab,0.594
tabby,0.51
table,0.551
tableau,0.531
tablet,0.562
tableware,0.677
taco,0.561
tact,0.55
tactful,0.704
tactic,0.531
tactical,0.594
tactics,0.583
tactile,0.573
taffeta,0.604
tag,0.612
tailor,0.573
tailoring,0.673
take,0.828
takeoff,0.755
takeout,0.736
takeover,0.663
talcum,0.5
tale,0.663
talent,0.959
talented,0.939
talisman,0.704
talk,0.833
talkative,0.562
talker,0.5
tall,0.725
tallies,0.551
tally,0.542
tambourine,0.622
tame,0.56
taming,0.569
tan,0.643
tandem,0.552
tang,0.594
tangent,0.573
tangerine,0.571
tangible,0.646
tango,0.622
tank top,0.61
tanker,0.52
tanned,0.615
tantalizing,0.525
tantamount,0.633
tape,0.531
taper,0.541
tapestry,0.52
tapioca,0.594
target,0.633
targeted,0.573
targeting,0.51
tart,0.719
task,0.55
tassel,0.552
taste,0.802
tasteful,0.918
tasting,0.781
tasty,0.959
tattletale,0.633
taught,0.814
tavern,0.516
tawny,0.551
taxi,0.542
taxpayer,0.592
tea,0.698
teach,0.84
teacher,0.76
teaching,0.822
teacup,0.633
teahouse,0.802
teal,0.54
team,0.708
teamjesus,0.673
teammate,0.865
teamwork,0.918
tearsofjoy,0.926
teaser,0.51
teaspoon,0.521
teat,0.612
teatime,0.847
tech,0.684
technical,0.51
technicality,0.632
technician,0.592
technique,0.76
techno,0.561
technological,0.68
technology,0.776
ted,0.712
teddy bear,0.89
teeming,0.582
teen,0.729
teenage,0.667
teenager,0.781
teens,0.653
teensy,0.52
teeth,0.52
telegram,0.561
telegraph,0.594
telekinesis,0.582
telepathic,0.602
telepathy,0.594
telephone,0.694
telescope,0.531
telethon,0.643
teletype,0.532
televised,0.625
television,0.633
tell,0.551
teller,0.5
telling,0.719
temper,0.633
temperance,0.5
temperature,0.521
tempered,0.583
temple,0.612
tempo,0.582
temporal,0.5
temporarily,0.5
tempting,0.615
ten,0.562
tenable,0.741
tenacious,0.724
tenacity,0.74
tenancy,0.5
tend,0.604
tendency,0.684
tender,0.63
tenderness,0.949
tending,0.622
tenet,0.667
tenets,0.734
tennis,0.622
tenor,0.587
tent,0.51
tentative,0.582
tenth,0.51
tenure,0.615
tepee,0.5
tequila,0.612
teriyaki,0.646
terminology,0.612
tern,0.573
ternary,0.55
terrace,0.615
terrain,0.54
terrestrial,0.542
terrier,0.562
terrific,0.859
territory,0.625
terse,0.542
tertiary,0.5
testament,0.594
testify,0.521
testimonial,0.541
testimony,0.615
testosterone,0.573
tetrahedral,0.595
text,0.604
textbook,0.622
textile,0.604
textural,0.66
texture,0.615
tgif,0.542
thank,0.958
thankful,0.969
thankgod,0.823
thanking,0.917
thanks,0.918
thanksalot,0.908
thanksgiving,0.927
thankyougod,0.9
thankyoujesus,0.878
thankyoulord,0.809
thatmoment,0.667
thaumaturgy,0.51
theater,0.76
theatrical,0.72
theatrics,0.694
thebest,0.76
thelife,0.688
thelittlethings,0.571
theme,0.541
theologian,0.521
theorem,0.5
theoretical,0.615
theory,0.583
therapeutic,0.625
therapeutics,0.552
thereof,0.542
thermodynamics,0.51
thermos,0.582
thesaurus,0.52
thesis,0.583
thickness,0.552
things,0.519
think,0.786
thinker,0.706
thinking,0.72
third,0.551
thirty,0.562
thither,0.5
thoroughbred,0.669
thoroughfare,0.582
thought,0.78
thoughtful,0.667
thoughtfulness,0.867
thoughts,0.745
thousand,0.663
thread,0.646
three,0.653
threefold,0.521
threshold,0.531
thrift,0.76
thrifty,0.604
thrill,0.888
thrilled,0.898
thrilling,0.93
thrive,0.948
thriving,0.865
throb,0.5
throbbing,0.645
throne,0.724
throttle,0.562
thrown,0.5
thrust,0.51
thruster,0.698
thumb,0.673
thumbprint,0.51
thx,0.562
thyme,0.561
tiara,0.719
tick,0.521
ticket,0.684
tickle,0.76
tickled,0.755
ticklish,0.823
tidal,0.592
tidbit,0.552
tide,0.541
tidings,0.61
tidy,0.76
tie,0.663
tier,0.52
tiff,0.531
tights,0.583
tilde,0.52
tiling,0.6
tillage,0.552
timberland,0.55
time,0.604
timeliness,0.76
timely,0.865
timepiece,0.65
timetable,0.561
timing,0.521
tinkering,0.531
tinkle,0.562
tinkling,0.612
tinsel,0.663
tint,0.582
tip,0.708
tipsy,0.51
tiptoe,0.51
tireless,0.657
tissue,0.558
tistheseason,0.646
titan,0.598
titanium,0.52
tithe,0.507
title,0.708
titled,0.677
titty,0.561
titular,0.704
toast,0.74
toaster,0.542
toasty,0.698
today,0.806
toddler,0.812
toenail,0.53
toffee,0.658
tofu,0.521
toga,0.698
together,0.874
togetherness,0.906
toil,0.558
token,0.51
tolerable,0.75
tolerance,0.875
tolerant,0.765
tolerate,0.724
toleration,0.776
tomahawk,0.51
tomato,0.55
tomatoes,0.615
tomcat,0.52
tomorrow,0.792
ton,0.56
tone,0.551
tongs,0.5
tongue,0.542
tonic,0.541
toolbox,0.531
tooling,0.51
toot,0.5
toothbrush,0.517
toothpaste,0.51
toothpick,0.561
toots,0.552
top,0.76
topaz,0.643
topic,0.52
topical,0.561
topless,0.625
topographic,0.604
topside,0.708
torch,0.531
torrent,0.541
tortoise,0.673
tot,0.602
total,0.771
totality,0.688
totally,0.82
tote,0.51
totem,0.639
touch,0.646
touchdown,0.667
touched,0.592
touching,0.76
toughness,0.552
tour,0.663
tourism,0.823
tourist,0.745
tournament,0.694
tow,0.531
towel,0.63
tower,0.606
towering,0.5
town,0.551
townhouse,0.622
township,0.531
townspeople,0.677
toy,0.878
toymaker,0.755
trace,0.573
traceable,0.602
tracer,0.573
tractable,0.635
trade,0.561
trademark,0.667
trader,0.562
tradesman,0.531
trading,0.635
tradition,0.83
traditional,0.677
trail,0.6
trailer,0.541
train,0.666
train set,0.604
trained,0.771
trainee,0.627
trainer,0.698
training,0.714
trajectory,0.653
tram,0.667
trampoline,0.604
tramway,0.615
tranquil,0.917
tranquility,0.84
tranquilizer,0.51
transact,0.521
transaction,0.65
transatlantic,0.724
transceiver,0.51
transcend,0.604
transcendence,0.656
transcendent,0.667
transcendental,0.635
transcribe,0.5
transcript,0.639
transcription,0.592
transfer,0.702
transference,0.592
transform,0.735
transformation,0.796
transformer,0.582
transient,0.51
transition,0.605
transitional,0.573
translate,0.604
translation,0.633
translator,0.76
translucent,0.6
transmission,0.688
transmit,0.836
transmitter,0.52
transparency,0.847
transparent,0.542
transplantation,0.531
transponder,0.564
transport,0.613
transportation,0.667
transporter,0.615
trapeze,0.542
travail,0.5
travel,0.931
traveler,0.837
traveling,0.9
traverse,0.571
tray,0.549
tread,0.51
treasure,0.927
treasured,0.849
treasurer,0.694
treasures,0.867
treasury,0.812
treat,0.573
treatable,0.78
treatise,0.604
treatment,0.663
treaty,0.646
tree,0.67
trees,0.653
tremendous,0.6
tremendously,0.719
trend,0.625
trending,0.75
trendy,0.713
trepidation,0.582
triangle,0.562
triathlon,0.521
tribe,0.664
tribune,0.61
tributary,0.615
tribute,0.684
trick,0.542
trickle,0.5
tricycle,0.633
trillion,0.592
trilogy,0.615
trim,0.5
trimester,0.783
trimming,0.5
trinity,0.635
trinket,0.521
trio,0.521
trip,0.875
tripartite,0.5
triple,0.585
triplet,0.622
triplicate,0.684
triumph,0.969
triumphant,0.949
trivia,0.69
trolley,0.562
trombone,0.562
trophy,0.947
tropic,0.74
tropical,0.74
tropics,0.74
trot,0.531
trough,0.5
troupe,0.625
trousers,0.625
trout,0.516
truce,0.688
truck,0.531
true,0.896
truelove,0.86
truffle,0.677
truism,0.521
trump,0.64
trumpet,0.573
trumpeter,0.673
trundle,0.507
truss,0.521
trust,0.888
trustee,0.531
trusting,0.857
trustworthy,0.969
trusty,0.863
truth,0.971
truthful,0.708
truthfulness,0.92
try,0.604
tuba,0.542
tubule,0.5
tufted,0.5
tuition,0.531
tulip,0.73
tumbler,0.52
tuna,0.531
tunable,0.51
tune,0.708
tunic,0.531
tuning,0.719
turbine,0.52
turbo,0.583
turf,0.531
turkey,0.634
turmeric,0.542
turn,0.531
turnaround,0.56
turned,0.63
turning,0.51
turnip,0.561
turnkey,0.531
turnout,0.641
turntable,0.531
turquoise,0.786
turtleneck,0.583
tutor,0.75
tutoring,0.663
tutu,0.583
tux,0.531
tuxedo,0.694
tv,0.622
twain,0.541
tweed,0.51
tweet,0.659
twelfth,0.521
twenty,0.52
twilight,0.622
twin,0.688
twine,0.521
twinkle,0.719
twins,0.76
twirl,0.552
twitch,0.51
two,0.52
two step,0.583
twofold,0.573
twosome,0.583
tycoon,0.682
tyke,0.5
type,0.5
typewriter,0.542
typical,0.635
typically,0.569
typist,0.551
ubiquitous,0.635
ubiquity,0.578
ukulele,0.513
ultimate,0.648
ultrasound,0.573
ultraviolet,0.604
umbrella,0.583
umpire,0.52
umpteen,0.51
unabated,0.532
unadulterated,0.57
unaffected,0.542
unafraid,0.5
unaltered,0.571
unanimous,0.656
unanimously,0.686
unbeatable,0.735
unbeaten,0.854
unbelievable,0.771
unbiased,0.625
unbounded,0.646
unbreakable,0.653
unbroken,0.55
unchallenged,0.552
uncle,0.653
uncommonly,0.626
uncomplicated,0.74
unconcerned,0.562
unconditional,0.76
unconstrained,0.653
uncontested,0.51
uncover,0.771
undefeated,0.833
undeniable,0.552
undergraduate,0.583
underlay,0.521
undersea,0.545
understand,0.76
understandable,0.776
understanding,0.865
understood,0.78
undertake,0.796
undertaking,0.667
underwear,0.61
underwood,0.51
underwriter,0.571
undisputed,0.646
undisturbed,0.725
undivided,0.51
undoubted,0.592
undying,0.708
unencumbered,0.604
unequalled,0.562
unequivocal,0.604
unequivocally,0.521
uneventful,0.51
unexpected,0.5
unfailing,0.625
unfettered,0.569
unflinching,0.667
unfold,0.612
unforgettable,0.833
unharmed,0.74
unhindered,0.729
unicorn,0.776
unification,0.688
unified,0.729
uniform,0.57
uniformity,0.745
uniformly,0.625
unimaginable,0.573
unimpeachable,0.684
uninfected,0.688
uninterrupted,0.5
union,0.854
unique,0.823
unison,0.51
unit,0.562
unitary,0.531
unite,0.781
united,0.781
unity,0.837
universal,0.802
universality,0.796
universe,0.694
university,0.735
unlimited,0.75
unload,0.656
unlock,0.582
unmatched,0.776
unmistakable,0.602
unmitigated,0.649
unobstructed,0.583
unopened,0.542
unopposed,0.615
unpack,0.531
unparalleled,0.708
unprecedented,0.5
unpretentious,0.51
unprovoked,0.565
unquestionably,0.5
unquestioned,0.562
unrelenting,0.5
unrestricted,0.698
unscathed,0.625
unselfish,0.615
unstoppable,0.625
unsurpassed,0.694
untie,0.542
untouched,0.531
untroubled,0.75
unveiling,0.569
unwavering,0.74
unwed,0.541
unwind,0.837
unwrap,0.604
upbeat,0.878
upbringing,0.677
upcoming,0.688
update,0.698
upgrade,0.786
uphold,0.698
upholstery,0.592
upkeep,0.59
upland,0.719
uplands,0.615
uplift,0.656
uplifting,0.771
uplink,0.544
upload,0.638
upper,0.74
upright,0.667
uprising,0.561
upscale,0.698
upshot,0.693
upstairs,0.663
upstanding,0.851
upward,0.792
upwards,0.724
urban,0.561
usable,0.812
usage,0.646
useful,0.833
usefully,0.65
usefulness,0.806
user,0.629
usher,0.521
usual,0.625
utensil,0.573
uterus,0.551
utility,0.622
utilization,0.562
utilize,0.694
utmost,0.719
utopian,0.542
utter,0.531
utterance,0.542
utterly,0.633
vacancy,0.643
vacant,0.578
vacation,0.84
vaccination,0.53
vaccine,0.5
vagina,0.551
vale,0.592
valedictorian,0.5
valentine,0.888
valet,0.635
valiant,0.88
valid,0.693
validate,0.76
validation,0.655
validity,0.646
valley,0.729
valor,0.833
valuable,0.899
valuables,0.79
valuation,0.615
value,0.875
van,0.561
vane,0.561
vanguard,0.693
vanilla,0.706
vanquish,0.708
vanquishing,0.6
vantage,0.74
vapor,0.51
variable,0.62
variance,0.54
variation,0.635
varied,0.604
variety,0.714
various,0.5
varsity,0.71
vary,0.521
varying,0.552
vascular,0.516
vase,0.638
vast,0.52
vaulting,0.51
vector,0.538
vega,0.51
vegetable,0.551
vegetarian,0.562
vegetarianism,0.51
vegetation,0.74
vegetative,0.5
veggie,0.602
vehement,0.5
vehicle,0.641
veil,0.5
vellum,0.5
velocity,0.673
velour,0.67
velvet,0.663
velvety,0.677
vena,0.5
vendor,0.541
venerable,0.708
veneration,0.745
venetian,0.633
venison,0.51
ventilation,0.719
ventricle,0.52
ventriloquist,0.552
venture,0.893
venue,0.727
veracity,0.735
veranda,0.743
verb,0.582
verbal,0.52
verbatim,0.562
verdant,0.6
verge,0.5
verification,0.75
verified,0.781
verify,0.761
verily,0.713
veritable,0.794
vermouth,0.503
vernal,0.553
veronica,0.594
versatile,0.906
versatility,0.878
verse,0.667
version,0.604
vertical,0.52
vertically,0.534
verve,0.724
very positive,1.0
vest,0.667
vested,0.663
vestibule,0.541
vestige,0.562
vet,0.531
veteran,0.56
veterinarian,0.582
veterinary,0.656
viability,0.776
viable,0.656
vial,0.594
vibe,0.71
vibes,0.635
vibrant,0.771
vibrate,0.5
vibration,0.583
vibratory,0.542
vicar,0.531
viceroy,0.541
vicinity,0.7
victor,0.802
victoria,0.896
victorious,0.884
victory,0.938
video,0.646
video game,0.707
videotape,0.665
view,0.896
viewer,0.592
viewing,0.69
viewpoint,0.673
vigil,0.521
vignette,0.717
vigor,0.86
vigorous,0.857
viking,0.541
villa,0.698
village,0.684
villager,0.71
vindicate,0.656
vindicated,0.615
vindication,0.531
vine,0.531
vineyard,0.806
vintage,0.68
viola,0.521
violet,0.688
violin,0.823
violinist,0.804
virgin,0.622
virginal,0.673
virginity,0.691
virility,0.684
virtual,0.598
virtually,0.594
virtue,0.896
virtuoso,0.929
virtuous,0.89
visa,0.735
visage,0.7
vise,0.533
visibility,0.75
visible,0.75
visibly,0.724
vision,0.708
visionary,0.823
visit,0.771
visitation,0.729
visiting,0.729
visitor,0.646
vista,0.698
visual,0.813
visualize,0.635
vital,0.75
vitality,0.923
vitals,0.704
vitamin,0.827
viva,0.84
vivacious,0.78
vivid,0.698
vocabulary,0.53
vocal,0.583
vocalist,0.688
vocation,0.833
vodka,0.51
vogue,0.74
voice,0.594
volley,0.529
volleyball,0.64
voltmeter,0.599
volume,0.552
volumes,0.552
voluminous,0.561
voluntarily,0.847
voluntary,0.771
volunteer,0.888
volunteering,0.844
volunteers,0.82
voluptuous,0.673
vote,0.582
voter,0.612
voting,0.615
vouch,0.625
voucher,0.622
vow,0.56
voyage,0.816
voyager,0.684
wade,0.51
wafer,0.677
waffle,0.708
wage,0.635
wages,0.776
waist,0.542
waistcoat,0.542
waistline,0.56
waitinggame,0.604
waitress,0.646
wake,0.7
walk,0.643
walker,0.551
walking,0.708
wallaby,0.541
wallet,0.68
wallflower,0.667
wallpaper,0.673
walnut,0.688
walrus,0.521
waltz,0.769
wand,0.542
wannabe,0.602
wannasleep,0.604
want,0.671
wanting,0.76
warden,0.615
wardrobe,0.612
ware,0.604
warehouse,0.721
warm,0.76
warming,0.594
warms,0.594
warmth,0.878
warrant,0.653
warranted,0.714
warrants,0.562
warranty,0.667
wary,0.51
wash,0.635
washed,0.542
washer,0.594
washing,0.643
washroom,0.5
watch,0.531
watchdog,0.531
watcher,0.562
watchman,0.51
watchtower,0.5
water,0.812
water polo,0.688
waterbed,0.724
watercourse,0.677
watered,0.615
waterfall,0.652
waterfront,0.716
watering can,0.602
watermelon,0.714
waterproof,0.779
waterworks,0.51
wave,0.622
wavelength,0.604
waves,0.643
wavy,0.52
waxed,0.531
ways,0.688
wealth,0.857
wealthy,0.927
wearing,0.646
weather,0.755
weatherman,0.66
weatherproof,0.541
weave,0.604
web,0.583
website,0.615
wed,0.604
wedded,0.771
wedding,0.875
wedlock,0.747
wee,0.663
weeeee,0.562
week,0.51
weekend,0.844
weekly,0.622
weightloss,0.57
welcome,0.898
welcomed,0.927
welcoming,0.905
welding,0.51
welfare,0.802
wellness,0.969
west,0.562
westbound,0.646
western,0.573
whale,0.582
whatif,0.523
whatmakesmesmile,0.765
wheat,0.531
wheel,0.615
wheel barrow,0.51
wheels,0.667
wherefore,0.561
whet,0.643
whilst,0.51
whimsy,0.729
whirlpool,0.71
whisk,0.5
whisker,0.521
whiskey,0.612
whisky,0.64
whispered,0.548
whistle,0.653
whit,0.562
white,0.729
whiteness,0.688
whitish,0.583
whiz,0.896
whole,0.653
wholesale,0.76
wholesome,0.888
wholly,0.69
whoo,0.531
whoop,0.559
whopping,0.541
wicket,0.5
wide,0.571
widely,0.698
widen,0.562
widespread,0.633
width,0.583
wiener,0.594
wienie,0.5
wife,0.886
wig,0.722
wiggle,0.531
wight,0.542
wiki,0.53
wildlife,0.656
will,0.698
willful,0.557
willing,0.833
willingly,0.833
willingness,0.786
willow,0.604
willpower,0.823
win,0.927
wind,0.531
windfall,0.75
windmill,0.773
window,0.542
windshield,0.615
wine,0.792
wine cooler,0.729
wing,0.562
winged,0.646
winger,0.531
wingman,0.573
wink,0.688
winner,0.96
winning,0.955
winnings,0.949
winter,0.663
winterbreak,0.612
wintertime,0.76
wipe,0.663
wiper,0.5
wireless,0.635
wis,0.51
wisdom,0.93
wise,0.878
wish,0.771
wishful,0.885
wishing,0.755
wishmeluck,0.729
wisp,0.552
wit,0.844
witness,0.562
wits,0.76
witty,0.857
wizard,0.656
